# gapseq version: 1.4.0
# Sequence DB md5sum: ae174b5 (2025-12-01, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A6QAQ4	36.667	4.06e-68	229	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799413	2798430	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_P29680	36.963	1.28e-66	224	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799455	2798421	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A5WFU9	33.803	9.80e-66	223	93	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799455	2798418	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_Q0A4Y2	37.677	1.67e-63	216	93	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799455	2798418	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A0LUP4	37.669	2.05e-62	213	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799485	2798391	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A1WDU6	36.240	1.53e-61	211	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799452	2798418	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_C5BHE8	34.957	1.55e-60	207	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799455	2798421	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_O25325	36.336	8.29e-59	201	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799413	2798421	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A4X548	36.686	5.12e-58	200	86	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799413	2798418	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02288 rxn03384 rxn34012 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_A5EBP8	52.395	1.86e-109	348	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667164	2666166	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_B8EJ84	47.605	1.04e-95	308	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667149	2666166	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_A1K8P4	47.605	1.81e-93	302	91	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667164	2666166	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_A4G8D5	44.767	2.42e-87	285	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667191	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_A6T228	42.727	5.72e-82	270	89	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667149	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_A5WH56	41.641	1.46e-80	264	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667143	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_A8GAV7	44.514	1.19e-80	263	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667134	2666178	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_B4F1Q1	41.509	1.39e-79	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667140	2666187	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_A7MNM8	43.533	2.08e-79	260	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667140	2666190	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_B7VII4	41.956	3.79e-78	256	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667140	2666190	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_A6VXF8	38.769	6.06e-75	248	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667134	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_C5BD17	40.566	1.98e-72	240	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667146	2666193	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_B7H0X1	37.730	1.57e-68	229	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667143	2666178	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_C5BIF4	42.342	1.98e-65	222	90	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667158	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	ferrochelatase	4.98.1.1		UniRef90_A4XR78	35.693	3.86e-59	202	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667134	2666184	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	 	NA	0	1
RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3		UniRef90_A6U9R1	56.766	1.25e-96	309	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932360	931467	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3		UniRef90_A8FP82	42.456	2.09e-67	225	85	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932303	931470	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3		UniRef90_A8GYI0	41.754	8.30e-65	217	86	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932303	931470	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3		UniRef90_A4ST50	42.308	3.28e-64	216	87	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932306	931470	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3		UniRef90_A8GHH2	41.958	7.04e-64	215	86	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932306	931470	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3		UniRef90_A7MKX5	42.308	3.77e-64	215	87	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932306	931470	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3		UniRef90_A4VFI3	39.932	1.34e-63	214	88	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932330	931470	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3		UniRef90_A4WD41	40.476	1.81e-62	210	90	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932330	931470	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3		UniRef90_A6UX86	39.310	1.24e-59	202	88	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932321	931470	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_A5EBP8	52.395	1.86e-109	348	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667164	2666166	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_B8EJ84	47.605	1.04e-95	308	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667149	2666166	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_A1K8P4	47.605	1.81e-93	302	91	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667164	2666166	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_A4G8D5	44.767	2.42e-87	285	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667191	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_A6T228	42.727	5.72e-82	270	89	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667149	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_A5WH56	41.641	1.46e-80	264	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667143	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_A8GAV7	44.514	1.19e-80	263	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667134	2666178	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_B4F1Q1	41.509	1.39e-79	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667140	2666187	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_A7MNM8	43.533	2.08e-79	260	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667140	2666190	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_B7VII4	41.956	3.79e-78	256	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667140	2666190	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_A6VXF8	38.769	6.06e-75	248	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667134	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_C5BD17	40.566	1.98e-72	240	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667146	2666193	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_B7H0X1	37.730	1.57e-68	229	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667143	2666178	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_C5BIF4	42.342	1.98e-65	222	90	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667158	2666169	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
RXN-21483	protoporphyrinogen oxidase	1.3.5.3		UniRef90_A4XR78	35.693	3.86e-59	202	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667134	2666184	|HEME-BIOSYNTHESIS-II-1|	good_blast	full	rxn16331 rxn26364 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A5G1D5	51.862	9.81e-111	352	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799464	2798421	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A6WX72	46.110	1.58e-96	310	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799458	2798421	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_Q28KJ9	46.552	4.13e-96	309	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799458	2798421	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A4YPC0	43.966	7.68e-93	300	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799458	2798421	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_Q0AKD9	45.143	7.95e-91	294	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799464	2798418	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_P32920	44.886	7.34e-80	262	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799458	2798421	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_P42503	42.571	6.57e-76	251	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799458	2798418	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_B4RD11	43.931	4.84e-69	231	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799455	2798424	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A6QAQ4	36.667	4.06e-68	229	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799413	2798430	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_P29680	36.963	1.28e-66	224	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799455	2798421	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A5WFU9	33.803	9.80e-66	223	93	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799455	2798418	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_Q0A4Y2	37.677	1.67e-63	216	93	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799455	2798418	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A0LUP4	37.669	2.05e-62	213	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799485	2798391	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A1WDU6	36.240	1.53e-61	211	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799452	2798418	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_C5BHE8	34.957	1.55e-60	207	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799455	2798421	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_O25325	36.336	8.29e-59	201	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799413	2798421	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
UROGENDECARBOX-RXN	uroporphyrinogen decarboxylase	4.1.1.37		UniRef90_A4X548	36.686	5.12e-58	200	86	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2799413	2798418	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02288 rxn03384 rxn34012 	NA	0	1
PROTOPORGENOXI-RXN	protoporphyrinogen oxidase	1.3.3.4	NA									|HEME-BIOSYNTHESIS-II|	no_blast	keyenzyme	rxn02304 rxn09179 rxn09180 rxn20627 rxn28460 rxn34012 	NA	0	NA
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_A5EBP8	52.395	1.86e-109	348	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667164	2666166	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_B8EJ84	47.605	1.04e-95	308	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667149	2666166	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_A1K8P4	47.605	1.81e-93	302	91	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667164	2666166	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_A4G8D5	44.767	2.42e-87	285	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667191	2666169	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_A6T228	42.727	5.72e-82	270	89	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667149	2666169	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_A5WH56	41.641	1.46e-80	264	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667143	2666169	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_A8GAV7	44.514	1.19e-80	263	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667134	2666178	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_B4F1Q1	41.509	1.39e-79	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667140	2666187	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_A7MNM8	43.533	2.08e-79	260	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667140	2666190	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_B7VII4	41.956	3.79e-78	256	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667140	2666190	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_A6VXF8	38.769	6.06e-75	248	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667134	2666169	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_C5BD17	40.566	1.98e-72	240	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667146	2666193	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_B7H0X1	37.730	1.57e-68	229	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667143	2666178	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_C5BIF4	42.342	1.98e-65	222	90	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667158	2666169	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
PROTOHEMEFERROCHELAT-RXN	deferrochelatase	4.98.1.1		UniRef90_A4XR78	35.693	3.86e-59	202	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	2667134	2666184	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	 	NA	0	1
RXN0-1461	coproporphyrinogen-III oxidase	1.3.3.3		UniRef90_A6U9R1	56.766	1.25e-96	309	96	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932360	931467	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen-III oxidase	1.3.3.3		UniRef90_A8FP82	42.456	2.09e-67	225	85	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932303	931470	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen-III oxidase	1.3.3.3		UniRef90_A8GYI0	41.754	8.30e-65	217	86	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932303	931470	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen-III oxidase	1.3.3.3		UniRef90_A4ST50	42.308	3.28e-64	216	87	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932306	931470	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02303 rxn12220 rxn34012 	NA	0	1
RXN0-1461	coproporphyrinogen-III oxidase	1.3.3.3		UniRef90_A8GHH2	41.958	7.04e-64	215	86	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	932306	931470	|HEME-BIOSYNTHESIS-II|	good_blast	keyenzyme	rxn02303 rxn12220 rxn34012 	NA	0	1
